37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
15:29:47.0 (386427)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
15:29:47.0 (423176)|EXECUTION_STARTED
15:29:47.0 (427613)|CODE_UNIT_STARTED|[EXTERNAL]|aura
15:29:47.0 (750140)|HEAP_ALLOCATE|[72]|Bytes:3
15:29:47.0 (797139)|HEAP_ALLOCATE|[77]|Bytes:152
15:29:47.0 (812656)|HEAP_ALLOCATE|[342]|Bytes:408
15:29:47.0 (1147414)|HEAP_ALLOCATE|[355]|Bytes:408
15:29:47.0 (1165659)|HEAP_ALLOCATE|[467]|Bytes:48
15:29:47.0 (1194164)|HEAP_ALLOCATE|[139]|Bytes:6
15:29:47.0 (1227392)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
15:29:47.0 (1250054)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
15:29:47.0 (2538955)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
15:29:47.0 (3141405)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
15:29:47.0 (3153225)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
15:29:47.0 (3177143)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
15:29:47.0 (3184014)|STATEMENT_EXECUTE|[1]
15:29:47.0 (3192417)|STATEMENT_EXECUTE|[1]
15:29:47.0 (3203950)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
15:29:47.0 (3212568)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
15:29:47.0 (3227712)|SYSTEM_MODE_ENTER|false
15:29:47.0 (3246527)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
15:29:47.0 (3296968)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
15:29:47.0 (3314658)|STATEMENT_EXECUTE|[3]
15:29:47.0 (3317336)|STATEMENT_EXECUTE|[4]
15:29:47.0 (5973366)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
15:29:47.0 (5991481)|VARIABLE_ASSIGNMENT|[4]|data|null|
15:29:47.0 (5995680)|STATEMENT_EXECUTE|[5]
15:29:47.0 (5998824)|STATEMENT_EXECUTE|[5]
15:29:47.0 (6000593)|STATEMENT_EXECUTE|[6]
15:29:47.0 (6022763)|HEAP_ALLOCATE|[6]|Bytes:11
15:29:47.0 (6035260)|HEAP_ALLOCATE|[6]|Bytes:248
15:29:47.0 (6041740)|HEAP_ALLOCATE|[6]|Bytes:39
15:29:47.0 (6095969)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
15:29:47.0 (6101789)|STATEMENT_EXECUTE|[2]
15:29:47.0 (6109839)|STATEMENT_EXECUTE|[2]
15:29:47.0 (6121236)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
15:29:47.0 (6162066)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
15:29:47.0 (6197664)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
15:29:47.0 (6211903)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
15:29:47.0 (6218847)|STATEMENT_EXECUTE|[60]
15:29:47.0 (6220919)|STATEMENT_EXECUTE|[61]
15:29:47.0 (6234138)|HEAP_ALLOCATE|[61]|Bytes:20
15:29:47.0 (6266527)|HEAP_ALLOCATE|[50]|Bytes:5
15:29:47.0 (6304275)|HEAP_ALLOCATE|[56]|Bytes:5
15:29:47.0 (6320796)|HEAP_ALLOCATE|[64]|Bytes:7
15:29:47.0 (6446606)|HEAP_ALLOCATE|[61]|Bytes:24
15:29:47.0 (6465967)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
15:29:47.0 (6471150)|STATEMENT_EXECUTE|[1]
15:29:47.0 (6486712)|SYSTEM_METHOD_EXIT|[1]|Type
15:29:47.0 (6496373)|HEAP_ALLOCATE|[61]|Bytes:8
15:29:47.0 (6521008)|HEAP_ALLOCATE|[61]|Bytes:8
15:29:47.0 (6529166)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
15:29:47.0 (6571380)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x15c6d4d8
15:29:47.0 (6576888)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
15:29:47.0 (6699285)|VARIABLE_ASSIGNMENT|[4]|apextype|"ETLC_ApexBridge_Data"|0x4dfe8f0a
15:29:47.0 (6768553)|HEAP_ALLOCATE|[61]|Bytes:8
15:29:47.0 (6807625)|HEAP_ALLOCATE|[61]|Bytes:24
15:29:47.0 (6821125)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
15:29:47.0 (6824078)|STATEMENT_EXECUTE|[1]
15:29:47.0 (6831847)|SYSTEM_METHOD_EXIT|[1]|JSON
15:29:47.0 (6845328)|METHOD_ENTRY|[61]||System.JSON.deserializeStrict(String, System.Type)
15:29:47.0 (7404062)|METHOD_EXIT|[61]||System.JSON.deserializeStrict(String, System.Type)
15:29:47.0 (7416311)|METHOD_EXIT|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
15:29:47.0 (7474269)|VARIABLE_ASSIGNMENT|[6]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x7ef1ef6c
15:29:47.0 (7479170)|STATEMENT_EXECUTE|[7]
15:29:47.0 (7488636)|HEAP_ALLOCATE|[7]|Bytes:6
15:29:47.0 (7560062)|HEAP_ALLOCATE|[7]|Bytes:177
15:29:47.0 (7581441)|HEAP_ALLOCATE|[7]|Bytes:183
15:29:47.0 (7601019)|USER_DEBUG|[7]|DEBUG|data::ETLC_ApexBridge_Data:[debug=true, input={"mode":"fetchFollowedUsers"}, isSuccess=null, messages=null, operation=BFFFollow_Controller, output=null, outputFlag=null, records=null]
15:29:47.0 (7608096)|STATEMENT_EXECUTE|[8]
15:29:47.0 (7668616)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x7ef1ef6c
15:29:47.0 (7689478)|METHOD_ENTRY|[8]||System.Type.forName(String)
15:29:47.0 (9842232)|METHOD_EXIT|[8]||System.Type.forName(String)
15:29:47.0 (9859940)|METHOD_ENTRY|[8]||System.Type.newInstance()
15:29:47.0 (11484662)|STATEMENT_EXECUTE|[1]
15:29:47.0 (11500888)|HEAP_ALLOCATE|[33]|Bytes:5
15:29:47.0 (11520894)|METHOD_EXIT|[1]|BFFFollow_Controller
15:29:47.0 (11536690)|HEAP_ALLOCATE|[33]|Bytes:4
15:29:47.0 (11547651)|VARIABLE_SCOPE_BEGIN|[1]|this|BFFFollow_Controller|true|false
15:29:47.0 (11570571)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x267d0135
15:29:47.0 (11583465)|HEAP_ALLOCATE|[33]|Bytes:5
15:29:47.0 (11594597)|HEAP_ALLOCATE|[33]|Bytes:11
15:29:47.0 (11632248)|METHOD_ENTRY|[1]|01p50000002CIEj|ETLC_ApexBridge_Abstract.ETLC_ApexBridge_Abstract()
15:29:47.0 (11638266)|STATEMENT_EXECUTE|[1]
15:29:47.0 (11645005)|STATEMENT_EXECUTE|[1]
15:29:47.0 (11671643)|METHOD_EXIT|[1]|ETLC_ApexBridge_Abstract
15:29:47.0 (11697170)|CONSTRUCTOR_ENTRY|[EXTERNAL]|01p50000002CIEj|<init>()
15:29:47.0 (11746843)|VARIABLE_SCOPE_BEGIN|[1]|this|ETLC_ApexBridge_Abstract|true|false
15:29:47.0 (11775708)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x267d0135
15:29:47.0 (11798149)|STATEMENT_EXECUTE|[1]
15:29:47.0 (11803160)|CONSTRUCTOR_EXIT|[EXTERNAL]|01p50000002CIEj|<init>()
15:29:47.0 (11808759)|STATEMENT_EXECUTE|[1]
15:29:47.0 (11822195)|HEAP_ALLOCATE|[33]|Bytes:5
15:29:47.0 (11841389)|METHOD_EXIT|[8]||System.Type.newInstance()
15:29:47.0 (11849970)|VARIABLE_SCOPE_BEGIN|[8]|executor|ETLC_ApexBridge_Abstract|true|false
15:29:47.0 (11864568)|VARIABLE_ASSIGNMENT|[8]|executor|{}|0x267d0135
15:29:47.0 (11867208)|STATEMENT_EXECUTE|[9]
15:29:47.0 (11905526)|METHOD_ENTRY|[9]|01p50000002D8iw|BFFFollow_Controller.process(ETLC_ApexBridge_Data)
