37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
21:35:19.0 (398796)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
21:35:19.0 (434219)|EXECUTION_STARTED
21:35:19.0 (439352)|CODE_UNIT_STARTED|[EXTERNAL]|aura
21:35:19.0 (842138)|HEAP_ALLOCATE|[72]|Bytes:3
21:35:19.0 (899393)|HEAP_ALLOCATE|[77]|Bytes:152
21:35:19.0 (916712)|HEAP_ALLOCATE|[342]|Bytes:408
21:35:19.0 (932720)|HEAP_ALLOCATE|[355]|Bytes:408
21:35:19.0 (947216)|HEAP_ALLOCATE|[467]|Bytes:48
21:35:19.0 (975543)|HEAP_ALLOCATE|[139]|Bytes:6
21:35:19.0 (1006538)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:35:19.0 (1029594)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:35:19.0 (2029381)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
21:35:19.0 (2648400)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
21:35:19.0 (2654564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
21:35:19.0 (2673705)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
21:35:19.0 (2682693)|STATEMENT_EXECUTE|[1]
21:35:19.0 (2689892)|STATEMENT_EXECUTE|[1]
21:35:19.0 (2697495)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
21:35:19.0 (2702332)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:35:19.0 (2713166)|SYSTEM_MODE_ENTER|false
21:35:19.0 (2726808)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
21:35:19.0 (2766836)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
21:35:19.0 (2782712)|STATEMENT_EXECUTE|[3]
21:35:19.0 (2785171)|STATEMENT_EXECUTE|[4]
21:35:19.0 (5066407)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
21:35:19.0 (5084521)|VARIABLE_ASSIGNMENT|[4]|data|null|
21:35:19.0 (5087568)|STATEMENT_EXECUTE|[5]
21:35:19.0 (5089172)|STATEMENT_EXECUTE|[5]
21:35:19.0 (5090400)|STATEMENT_EXECUTE|[6]
21:35:19.0 (5107642)|HEAP_ALLOCATE|[6]|Bytes:11
21:35:19.0 (5115087)|HEAP_ALLOCATE|[6]|Bytes:248
21:35:19.0 (5118149)|HEAP_ALLOCATE|[6]|Bytes:39
21:35:19.0 (5160343)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
21:35:19.0 (5164838)|STATEMENT_EXECUTE|[2]
21:35:19.0 (5169751)|STATEMENT_EXECUTE|[2]
21:35:19.0 (5176354)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
21:35:19.0 (5217220)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
21:35:19.0 (5247686)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
21:35:19.0 (5258447)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
21:35:19.0 (5262657)|STATEMENT_EXECUTE|[60]
21:35:19.0 (5264037)|STATEMENT_EXECUTE|[61]
21:35:19.0 (5272630)|HEAP_ALLOCATE|[61]|Bytes:20
21:35:19.0 (5290338)|HEAP_ALLOCATE|[50]|Bytes:5
21:35:19.0 (5309304)|HEAP_ALLOCATE|[56]|Bytes:5
21:35:19.0 (5319180)|HEAP_ALLOCATE|[64]|Bytes:7
21:35:19.0 (5419826)|HEAP_ALLOCATE|[61]|Bytes:24
21:35:19.0 (5438357)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
21:35:19.0 (5441605)|STATEMENT_EXECUTE|[1]
21:35:19.0 (5450251)|SYSTEM_METHOD_EXIT|[1]|Type
21:35:19.0 (5457753)|HEAP_ALLOCATE|[61]|Bytes:8
21:35:19.0 (5495475)|HEAP_ALLOCATE|[61]|Bytes:8
21:35:19.0 (5501564)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
21:35:19.0 (5540127)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x4e94f6a4
21:35:19.0 (5544397)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
21:35:19.0 (5697479)|VARIABLE_ASSIGNMENT|[4]|apextype|"ETLC_ApexBridge_Data"|0x5a266862
21:35:19.0 (5802447)|HEAP_ALLOCATE|[61]|Bytes:8
21:35:19.0 (5863461)|HEAP_ALLOCATE|[61]|Bytes:24
21:35:19.0 (5878867)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
21:35:19.0 (5881481)|STATEMENT_EXECUTE|[1]
21:35:19.0 (5889424)|SYSTEM_METHOD_EXIT|[1]|JSON
21:35:19.0 (5906252)|METHOD_ENTRY|[61]||System.JSON.deserializeStrict(String, System.Type)
21:35:19.0 (6605244)|METHOD_EXIT|[61]||System.JSON.deserializeStrict(String, System.Type)
21:35:19.0 (6622519)|METHOD_EXIT|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
21:35:19.0 (6701079)|VARIABLE_ASSIGNMENT|[6]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (6706760)|STATEMENT_EXECUTE|[7]
21:35:19.0 (6716943)|HEAP_ALLOCATE|[7]|Bytes:6
21:35:19.0 (6798076)|HEAP_ALLOCATE|[7]|Bytes:177
21:35:19.0 (6824564)|HEAP_ALLOCATE|[7]|Bytes:183
21:35:19.0 (6850024)|USER_DEBUG|[7]|DEBUG|data::ETLC_ApexBridge_Data:[debug=true, input={"mode":"fetchFollowedUsers"}, isSuccess=null, messages=null, operation=BFFFollow_Controller, output=null, outputFlag=null, records=null]
21:35:19.0 (6857879)|STATEMENT_EXECUTE|[8]
21:35:19.0 (6915618)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (6935757)|METHOD_ENTRY|[8]||System.Type.forName(String)
21:35:19.0 (8859325)|METHOD_EXIT|[8]||System.Type.forName(String)
21:35:19.0 (8874700)|METHOD_ENTRY|[8]||System.Type.newInstance()
21:35:19.0 (10172472)|STATEMENT_EXECUTE|[1]
21:35:19.0 (10185498)|HEAP_ALLOCATE|[33]|Bytes:5
21:35:19.0 (10200333)|METHOD_EXIT|[1]|BFFFollow_Controller
21:35:19.0 (10217908)|HEAP_ALLOCATE|[33]|Bytes:4
21:35:19.0 (10232108)|VARIABLE_SCOPE_BEGIN|[1]|this|BFFFollow_Controller|true|false
21:35:19.0 (10249907)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x6283c81c
21:35:19.0 (10258373)|HEAP_ALLOCATE|[33]|Bytes:5
21:35:19.0 (10266857)|HEAP_ALLOCATE|[33]|Bytes:11
21:35:19.0 (10292550)|METHOD_ENTRY|[1]|01p50000002CIEj|ETLC_ApexBridge_Abstract.ETLC_ApexBridge_Abstract()
21:35:19.0 (10296123)|STATEMENT_EXECUTE|[1]
21:35:19.0 (10299989)|STATEMENT_EXECUTE|[1]
21:35:19.0 (10305763)|METHOD_EXIT|[1]|ETLC_ApexBridge_Abstract
21:35:19.0 (10313348)|CONSTRUCTOR_ENTRY|[EXTERNAL]|01p50000002CIEj|<init>()
21:35:19.0 (10336281)|VARIABLE_SCOPE_BEGIN|[1]|this|ETLC_ApexBridge_Abstract|true|false
21:35:19.0 (10355778)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x6283c81c
21:35:19.0 (10371026)|STATEMENT_EXECUTE|[1]
21:35:19.0 (10375256)|CONSTRUCTOR_EXIT|[EXTERNAL]|01p50000002CIEj|<init>()
21:35:19.0 (10380132)|STATEMENT_EXECUTE|[1]
21:35:19.0 (10385288)|HEAP_ALLOCATE|[33]|Bytes:5
21:35:19.0 (10405646)|METHOD_EXIT|[8]||System.Type.newInstance()
21:35:19.0 (10418627)|VARIABLE_SCOPE_BEGIN|[8]|executor|ETLC_ApexBridge_Abstract|true|false
21:35:19.0 (10432759)|VARIABLE_ASSIGNMENT|[8]|executor|{}|0x6283c81c
21:35:19.0 (10436675)|STATEMENT_EXECUTE|[9]
21:35:19.0 (10485024)|METHOD_ENTRY|[9]|01p50000002D8iw|BFFFollow_Controller.process(ETLC_ApexBridge_Data)
21:35:19.0 (10510682)|VARIABLE_SCOPE_BEGIN|[3]|this|BFFFollow_Controller|true|false
21:35:19.0 (10524966)|VARIABLE_ASSIGNMENT|[3]|this|{}|0x6283c81c
21:35:19.0 (10529565)|VARIABLE_SCOPE_BEGIN|[3]|data|ETLC_ApexBridge_Data|true|false
21:35:19.0 (10553496)|VARIABLE_ASSIGNMENT|[3]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (10562635)|HEAP_ALLOCATE|[4]|Bytes:5
21:35:19.0 (10566512)|STATEMENT_EXECUTE|[3]
21:35:19.0 (10567849)|STATEMENT_EXECUTE|[4]
21:35:19.0 (10645350)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (10668042)|VARIABLE_ASSIGNMENT|[4]|BFFFollow_Controller.debugFlag|true
21:35:19.0 (10714694)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (10729919)|STATEMENT_EXECUTE|[5]
21:35:19.0 (10743130)|HEAP_ALLOCATE|[5]|Bytes:12
21:35:19.0 (10781072)|HEAP_ALLOCATE|[5]|Bytes:177
21:35:19.0 (10798799)|HEAP_ALLOCATE|[5]|Bytes:189
21:35:19.0 (10814391)|USER_DEBUG|[5]|DEBUG|data BEFORE:ETLC_ApexBridge_Data:[debug=true, input={"mode":"fetchFollowedUsers"}, isSuccess=null, messages=null, operation=BFFFollow_Controller, output=null, outputFlag=null, records=null]
21:35:19.0 (10821147)|STATEMENT_EXECUTE|[7]
21:35:19.0 (10828720)|HEAP_ALLOCATE|[7]|Bytes:4
21:35:19.0 (10857364)|METHOD_ENTRY|[7]|01p50000002CIEo|ETLC_ApexBridge_Data.getInputValue(String)
21:35:19.0 (10885388)|VARIABLE_SCOPE_BEGIN|[52]|this|ETLC_ApexBridge_Data|true|false
21:35:19.0 (10914565)|VARIABLE_ASSIGNMENT|[52]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (10929198)|VARIABLE_SCOPE_BEGIN|[52]|key|String|false|false
21:35:19.0 (10934083)|VARIABLE_ASSIGNMENT|[52]|key|"mode"
21:35:19.0 (10938135)|STATEMENT_EXECUTE|[52]
21:35:19.0 (10939673)|STATEMENT_EXECUTE|[53]
21:35:19.0 (11000480)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x6ebaf26c
21:35:19.0 (11021348)|METHOD_ENTRY|[53]||System.JSON.deserializeUntyped(String)
21:35:19.0 (11242242)|METHOD_EXIT|[53]||System.JSON.deserializeUntyped(String)
21:35:19.0 (11255476)|VARIABLE_SCOPE_BEGIN|[53]|inputMap|Map<String,ANY>|true|false
21:35:19.0 (11280798)|VARIABLE_ASSIGNMENT|[53]|inputMap|{"s":1,"v":{"mode":"fetchFollowedUsers"}}|0x41e08d2
21:35:19.0 (11284327)|STATEMENT_EXECUTE|[54]
21:35:19.0 (11334212)|METHOD_EXIT|[7]|01p50000002CIEo|ETLC_ApexBridge_Data.getInputValue(String)
21:35:19.0 (11340495)|VARIABLE_SCOPE_BEGIN|[7]|mode|String|false|false
21:35:19.0 (11348089)|VARIABLE_ASSIGNMENT|[7]|mode|"fetchFollowedUsers"
