37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:24:12.2 (2319872)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
10:24:12.2 (2362655)|EXECUTION_STARTED
10:24:12.2 (2367684)|CODE_UNIT_STARTED|[EXTERNAL]|aura
10:24:12.2 (2789148)|HEAP_ALLOCATE|[72]|Bytes:3
10:24:12.2 (2846624)|HEAP_ALLOCATE|[77]|Bytes:152
10:24:12.2 (2876736)|HEAP_ALLOCATE|[342]|Bytes:408
10:24:12.2 (2904839)|HEAP_ALLOCATE|[355]|Bytes:408
10:24:12.2 (2931105)|HEAP_ALLOCATE|[467]|Bytes:48
10:24:12.2 (2977829)|HEAP_ALLOCATE|[139]|Bytes:6
10:24:12.2 (3017446)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
10:24:12.2 (3081233)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
10:24:12.2 (4100276)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
10:24:12.2 (4818198)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
10:24:12.2 (4827801)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
10:24:12.2 (4844592)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
10:24:12.2 (4848590)|STATEMENT_EXECUTE|[1]
10:24:12.2 (4857498)|STATEMENT_EXECUTE|[1]
10:24:12.2 (4862541)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
10:24:12.2 (4867258)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
10:24:12.2 (4876449)|SYSTEM_MODE_ENTER|false
10:24:12.2 (4888540)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
