37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
20:21:28.0 (508438)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
20:21:28.0 (556628)|EXECUTION_STARTED
20:21:28.0 (562541)|CODE_UNIT_STARTED|[EXTERNAL]|aura
20:21:28.0 (1031553)|HEAP_ALLOCATE|[72]|Bytes:3
20:21:28.0 (1165506)|HEAP_ALLOCATE|[77]|Bytes:152
20:21:28.0 (1193499)|HEAP_ALLOCATE|[342]|Bytes:408
20:21:28.0 (1223125)|HEAP_ALLOCATE|[355]|Bytes:408
20:21:28.0 (1246264)|HEAP_ALLOCATE|[467]|Bytes:48
20:21:28.0 (1324295)|HEAP_ALLOCATE|[139]|Bytes:6
20:21:28.0 (1353990)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
20:21:28.0 (1391894)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
20:21:28.0 (2321246)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
20:21:28.0 (2967674)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
20:21:28.0 (2975262)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
20:21:28.0 (3016895)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
20:21:28.0 (3023421)|STATEMENT_EXECUTE|[1]
20:21:28.0 (3033246)|STATEMENT_EXECUTE|[1]
20:21:28.0 (3056383)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
20:21:28.0 (3075219)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
20:21:28.0 (3086246)|SYSTEM_MODE_ENTER|false
20:21:28.0 (3238712)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
20:21:28.0 (3359881)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
20:21:28.0 (3373977)|STATEMENT_EXECUTE|[3]
20:21:28.0 (3375638)|STATEMENT_EXECUTE|[4]
20:21:28.0 (5647259)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
20:21:28.0 (5660879)|VARIABLE_ASSIGNMENT|[4]|data|null|
20:21:28.0 (5664176)|STATEMENT_EXECUTE|[5]
20:21:28.0 (5665718)|STATEMENT_EXECUTE|[5]
20:21:28.0 (5666776)|STATEMENT_EXECUTE|[6]
20:21:28.0 (5682738)|HEAP_ALLOCATE|[6]|Bytes:11
20:21:28.0 (5690459)|HEAP_ALLOCATE|[6]|Bytes:248
20:21:28.0 (5693637)|HEAP_ALLOCATE|[6]|Bytes:39
20:21:28.0 (5733820)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
20:21:28.0 (5737583)|STATEMENT_EXECUTE|[2]
20:21:28.0 (5743796)|STATEMENT_EXECUTE|[2]
20:21:28.0 (5752547)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
20:21:28.0 (5811886)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
20:21:28.0 (5835894)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
20:21:28.0 (5845938)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
20:21:28.0 (5850509)|STATEMENT_EXECUTE|[60]
20:21:28.0 (5852016)|STATEMENT_EXECUTE|[61]
20:21:28.0 (5860943)|HEAP_ALLOCATE|[61]|Bytes:20
20:21:28.0 (5884137)|HEAP_ALLOCATE|[50]|Bytes:5
20:21:28.0 (5903951)|HEAP_ALLOCATE|[56]|Bytes:5
20:21:28.0 (5912889)|HEAP_ALLOCATE|[64]|Bytes:7
20:21:28.0 (6019944)|HEAP_ALLOCATE|[61]|Bytes:24
20:21:28.0 (6036328)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
20:21:28.0 (6039712)|STATEMENT_EXECUTE|[1]
20:21:28.0 (6050189)|SYSTEM_METHOD_EXIT|[1]|Type
20:21:28.0 (6056493)|HEAP_ALLOCATE|[61]|Bytes:8
20:21:28.0 (6078129)|HEAP_ALLOCATE|[61]|Bytes:8
20:21:28.0 (6083059)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
20:21:28.0 (6149663)|VARIABLE_ASSIGNMENT|[4]|this|{}|0xd631367
20:21:28.0 (6159915)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
20:21:28.0 (6358170)|VARIABLE_ASSIGNMENT|[4]|apextype|"ETLC_ApexBridge_Data"|0x5e4119ee
20:21:28.0 (6438382)|HEAP_ALLOCATE|[61]|Bytes:8
20:21:28.0 (6479809)|HEAP_ALLOCATE|[61]|Bytes:24
20:21:28.0 (6494211)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
20:21:28.0 (6497049)|STATEMENT_EXECUTE|[1]
20:21:28.0 (6505646)|SYSTEM_METHOD_EXIT|[1]|JSON
20:21:28.0 (6519833)|METHOD_ENTRY|[61]||System.JSON.deserializeStrict(String, System.Type)
20:21:28.0 (7148802)|METHOD_EXIT|[61]||System.JSON.deserializeStrict(String, System.Type)
20:21:28.0 (7165645)|METHOD_EXIT|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
20:21:28.0 (7228127)|VARIABLE_ASSIGNMENT|[6]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x152ff1bc
20:21:28.0 (7233624)|STATEMENT_EXECUTE|[7]
20:21:28.0 (7242626)|HEAP_ALLOCATE|[7]|Bytes:6
20:21:28.0 (7337653)|HEAP_ALLOCATE|[7]|Bytes:177
20:21:28.0 (7364419)|HEAP_ALLOCATE|[7]|Bytes:183
