37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:36:51.0 (550167)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
10:36:51.0 (596705)|EXECUTION_STARTED
10:36:51.0 (601657)|CODE_UNIT_STARTED|[EXTERNAL]|aura
10:36:51.0 (989414)|HEAP_ALLOCATE|[72]|Bytes:3
10:36:51.0 (1062013)|HEAP_ALLOCATE|[77]|Bytes:152
10:36:51.0 (1080586)|HEAP_ALLOCATE|[342]|Bytes:408
10:36:51.0 (1095863)|HEAP_ALLOCATE|[355]|Bytes:408
10:36:51.0 (1110471)|HEAP_ALLOCATE|[467]|Bytes:48
10:36:51.0 (1136352)|HEAP_ALLOCATE|[139]|Bytes:6
10:36:51.0 (1158205)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
10:36:51.0 (1206976)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
10:36:51.0 (2924410)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CPgK|InputLookupController.getCurrentValue
10:36:51.0 (4758788)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
10:36:51.0 (4771742)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
10:36:51.0 (4777481)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:36:51.0 (4833667)|METHOD_ENTRY|[1]|01p50000002CPgK|InputLookupController.InputLookupController()
10:36:51.0 (4840751)|STATEMENT_EXECUTE|[1]
10:36:51.0 (4847493)|STATEMENT_EXECUTE|[1]
10:36:51.0 (4849702)|STATEMENT_EXECUTE|[41]
10:36:51.0 (4882206)|METHOD_EXIT|[1]|InputLookupController
10:36:51.0 (4892469)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
10:36:51.0 (4907987)|SYSTEM_MODE_ENTER|false
10:36:51.0 (4922136)|VARIABLE_SCOPE_BEGIN|[7]|type|String|false|false
10:36:51.0 (4982211)|VARIABLE_ASSIGNMENT|[7]|type|"Contact"
10:36:51.0 (4993222)|VARIABLE_SCOPE_BEGIN|[7]|value|String|false|false
10:36:51.0 (5000688)|VARIABLE_ASSIGNMENT|[7]|value|""
10:36:51.0 (5021934)|STATEMENT_EXECUTE|[7]
10:36:51.0 (5178499)|HEAP_ALLOCATE|[50]|Bytes:5
10:36:51.0 (5216000)|HEAP_ALLOCATE|[56]|Bytes:5
10:36:51.0 (5235873)|HEAP_ALLOCATE|[64]|Bytes:7
10:36:51.0 (5259103)|STATEMENT_EXECUTE|[8]
10:36:51.0 (5275287)|STATEMENT_EXECUTE|[12]
10:36:51.0 (5296801)|VARIABLE_SCOPE_BEGIN|[12]|lookupId|Id|false|false
10:36:51.0 (5310134)|VARIABLE_ASSIGNMENT|[12]|lookupId|null
10:36:51.0 (5314216)|STATEMENT_EXECUTE|[13]
10:36:51.0 (5316220)|STATEMENT_EXECUTE|[13]
10:36:51.0 (5317906)|STATEMENT_EXECUTE|[14]
10:36:51.0 (5551966)|HEAP_ALLOCATE|[14]|Bytes:16
10:36:51.0 (5598181)|VARIABLE_SCOPE_BEGIN|[15]|e|Exception|true|false
10:36:51.0 (5928489)|VARIABLE_ASSIGNMENT|[15]|e|"common.apex.runtime.impl.ExecutionException: Invalid id: "|0x61af5f59
10:36:51.0 (5935903)|STATEMENT_EXECUTE|[15]
10:36:51.0 (5938542)|STATEMENT_EXECUTE|[16]
10:36:51.0 (5961782)|SYSTEM_MODE_EXIT|false
10:36:51.6 (6032382)|CUMULATIVE_LIMIT_USAGE
10:36:51.6 (6032382)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

10:36:51.6 (6032382)|CUMULATIVE_LIMIT_USAGE_END

10:36:51.0 (6088633)|CODE_UNIT_FINISHED|InputLookupController.getCurrentValue
