37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:26:40.0 (459574)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
10:26:40.0 (510877)|EXECUTION_STARTED
10:26:40.0 (520835)|CODE_UNIT_STARTED|[EXTERNAL]|aura
10:26:40.0 (986161)|HEAP_ALLOCATE|[72]|Bytes:3
10:26:40.0 (1090270)|HEAP_ALLOCATE|[77]|Bytes:152
10:26:40.0 (1119249)|HEAP_ALLOCATE|[342]|Bytes:408
10:26:40.0 (1153355)|HEAP_ALLOCATE|[355]|Bytes:408
10:26:40.0 (1186584)|HEAP_ALLOCATE|[467]|Bytes:48
10:26:40.0 (1299244)|HEAP_ALLOCATE|[139]|Bytes:6
10:26:40.0 (1346014)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
10:26:40.0 (1388978)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
10:26:40.0 (2791921)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
10:26:40.0 (3363458)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
10:26:40.0 (3371678)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
10:26:40.0 (3410003)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
10:26:40.0 (3414896)|STATEMENT_EXECUTE|[1]
10:26:40.0 (3422828)|STATEMENT_EXECUTE|[1]
10:26:40.0 (3443967)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
10:26:40.0 (3449907)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
10:26:40.0 (3463520)|SYSTEM_MODE_ENTER|false
10:26:40.0 (3587835)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
10:26:40.0 (3679816)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
10:26:40.0 (3692900)|STATEMENT_EXECUTE|[3]
10:26:40.0 (3694488)|STATEMENT_EXECUTE|[4]
10:26:40.0 (5641335)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
10:26:40.0 (5655251)|VARIABLE_ASSIGNMENT|[4]|data|null|
10:26:40.0 (5658757)|STATEMENT_EXECUTE|[5]
10:26:40.0 (5660245)|STATEMENT_EXECUTE|[5]
10:26:40.0 (5661166)|STATEMENT_EXECUTE|[6]
10:26:40.0 (5678670)|HEAP_ALLOCATE|[6]|Bytes:11
10:26:40.0 (5685709)|HEAP_ALLOCATE|[6]|Bytes:248
10:26:40.0 (5688928)|HEAP_ALLOCATE|[6]|Bytes:39
10:26:40.0 (5733261)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
10:26:40.0 (5736911)|STATEMENT_EXECUTE|[2]
10:26:40.0 (5743525)|STATEMENT_EXECUTE|[2]
10:26:40.0 (5750177)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
10:26:40.0 (5818847)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
10:26:40.0 (5847343)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
10:26:40.0 (5858449)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
10:26:40.0 (5863229)|STATEMENT_EXECUTE|[60]
10:26:40.0 (5864492)|STATEMENT_EXECUTE|[61]
10:26:40.0 (5873645)|HEAP_ALLOCATE|[61]|Bytes:20
10:26:40.0 (5895943)|HEAP_ALLOCATE|[50]|Bytes:5
10:26:40.0 (5921353)|HEAP_ALLOCATE|[56]|Bytes:5
10:26:40.0 (5931092)|HEAP_ALLOCATE|[64]|Bytes:7
10:26:40.0 (6038208)|HEAP_ALLOCATE|[61]|Bytes:24
10:26:40.0 (6058340)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
10:26:40.0 (6061417)|STATEMENT_EXECUTE|[1]
10:26:40.0 (6070958)|SYSTEM_METHOD_EXIT|[1]|Type
10:26:40.0 (6076618)|HEAP_ALLOCATE|[61]|Bytes:8
10:26:40.0 (6101707)|HEAP_ALLOCATE|[61]|Bytes:8
10:26:40.0 (6106442)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
10:26:40.0 (6140485)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x17d8c80d
10:26:40.0 (6143990)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
10:26:40.0 (6308715)|VARIABLE_ASSIGNMENT|[4]|apextype|"ETLC_ApexBridge_Data"|0x224765db
10:26:40.0 (6398309)|HEAP_ALLOCATE|[61]|Bytes:8
10:26:40.0 (6435676)|HEAP_ALLOCATE|[61]|Bytes:24
10:26:40.0 (6449384)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
10:26:40.0 (6451963)|STATEMENT_EXECUTE|[1]
10:26:40.0 (6459871)|SYSTEM_METHOD_EXIT|[1]|JSON
10:26:40.0 (6476877)|METHOD_ENTRY|[61]||System.JSON.deserializeStrict(String, System.Type)
10:26:40.0 (7563266)|METHOD_EXIT|[61]||System.JSON.deserializeStrict(String, System.Type)
10:26:40.0 (7577130)|METHOD_EXIT|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
10:26:40.0 (7635524)|VARIABLE_ASSIGNMENT|[6]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x1c8edf41
10:26:40.0 (7640545)|STATEMENT_EXECUTE|[7]
10:26:40.0 (7650734)|HEAP_ALLOCATE|[7]|Bytes:6
10:26:40.0 (7730810)|HEAP_ALLOCATE|[7]|Bytes:177
10:26:40.0 (7751201)|HEAP_ALLOCATE|[7]|Bytes:183
10:26:40.0 (7796349)|USER_DEBUG|[7]|DEBUG|data::ETLC_ApexBridge_Data:[debug=true, input={"mode":"fetchFollowedUsers"}, isSuccess=null, messages=null, operation=BFFFollow_Controller, output=null, outputFlag=null, records=null]
10:26:40.0 (7806724)|STATEMENT_EXECUTE|[8]
10:26:40.0 (7865147)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x1c8edf41
10:26:40.0 (7886634)|METHOD_ENTRY|[8]||System.Type.forName(String)
10:26:40.0 (9862106)|METHOD_EXIT|[8]||System.Type.forName(String)
10:26:40.0 (9876347)|METHOD_ENTRY|[8]||System.Type.newInstance()
10:26:40.0 (11213401)|STATEMENT_EXECUTE|[1]
10:26:40.0 (11225472)|HEAP_ALLOCATE|[33]|Bytes:5
10:26:40.0 (11241624)|METHOD_EXIT|[1]|BFFFollow_Controller
10:26:40.0 (11261526)|HEAP_ALLOCATE|[33]|Bytes:4
10:26:40.0 (11274596)|VARIABLE_SCOPE_BEGIN|[1]|this|BFFFollow_Controller|true|false
10:26:40.0 (11301284)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x70818038
10:26:40.0 (11314723)|HEAP_ALLOCATE|[33]|Bytes:5
10:26:40.0 (11328398)|HEAP_ALLOCATE|[33]|Bytes:11
10:26:40.0 (11358760)|METHOD_ENTRY|[1]|01p50000002CIEj|ETLC_ApexBridge_Abstract.ETLC_ApexBridge_Abstract()
10:26:40.0 (11364024)|STATEMENT_EXECUTE|[1]
10:26:40.0 (11372105)|STATEMENT_EXECUTE|[1]
10:26:40.0 (11387181)|METHOD_EXIT|[1]|ETLC_ApexBridge_Abstract
10:26:40.0 (11400648)|CONSTRUCTOR_ENTRY|[EXTERNAL]|01p50000002CIEj|<init>()
10:26:40.0 (11426084)|VARIABLE_SCOPE_BEGIN|[1]|this|ETLC_ApexBridge_Abstract|true|false
10:26:40.0 (11445321)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x70818038
10:26:40.0 (11464130)|STATEMENT_EXECUTE|[1]
10:26:40.0 (11473918)|CONSTRUCTOR_EXIT|[EXTERNAL]|01p50000002CIEj|<init>()
10:26:40.0 (11481018)|STATEMENT_EXECUTE|[1]
10:26:40.0 (11486924)|HEAP_ALLOCATE|[33]|Bytes:5
10:26:40.0 (11515795)|METHOD_EXIT|[8]||System.Type.newInstance()
10:26:40.0 (11531529)|VARIABLE_SCOPE_BEGIN|[8]|executor|ETLC_ApexBridge_Abstract|true|false
10:26:40.0 (11554336)|VARIABLE_ASSIGNMENT|[8]|executor|{}|0x70818038
10:26:40.0 (11559715)|STATEMENT_EXECUTE|[9]
10:26:40.0 (11608977)|METHOD_ENTRY|[9]|01p50000002D8iw|BFFFollow_Controller.process(ETLC_ApexBridge_Data)
10:26:40.0 (11648174)|VARIABLE_SCOPE_BEGIN|[3]|this|BFFFollow_Controller|true|false
10:26:40.0 (11670617)|VARIABLE_ASSIGNMENT|[3]|this|{}|0x70818038
10:26:40.0 (11677815)|VARIABLE_SCOPE_BEGIN|[3]|data|ETLC_ApexBridge_Data|true|false
10:26:40.0 (11721178)|VARIABLE_ASSIGNMENT|[3]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x1c8edf41
10:26:40.0 (11736844)|HEAP_ALLOCATE|[4]|Bytes:5
10:26:40.0 (11743249)|STATEMENT_EXECUTE|[3]
10:26:40.0 (11745288)|STATEMENT_EXECUTE|[4]
10:26:40.0 (11869772)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x1c8edf41
10:26:40.0 (11911383)|VARIABLE_ASSIGNMENT|[4]|BFFFollow_Controller.debugFlag|true
10:26:40.0 (11980694)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x1c8edf41
10:26:40.0 (12003000)|STATEMENT_EXECUTE|[5]
10:26:40.0 (12071609)|USER_DEBUG|[5]|DEBUG|ETLC_ApexBridge_Data:[debug=true, input={"mode":"fetchFollowedUsers"}, isSuccess=null, messages=null, operation=BFFFollow_Controller, output=null, outputFlag=null, records=null]
10:26:40.0 (12089696)|STATEMENT_EXECUTE|[7]
10:26:40.0 (12102274)|HEAP_ALLOCATE|[7]|Bytes:4
10:26:40.0 (12141060)|METHOD_ENTRY|[7]|01p50000002CIEo|ETLC_ApexBridge_Data.getInputValue(String)
