37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
20:24:18.0 (445191)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
20:24:18.0 (489211)|EXECUTION_STARTED
20:24:18.0 (494357)|CODE_UNIT_STARTED|[EXTERNAL]|aura
20:24:18.0 (883748)|HEAP_ALLOCATE|[72]|Bytes:3
20:24:18.0 (964409)|HEAP_ALLOCATE|[77]|Bytes:152
20:24:18.0 (982308)|HEAP_ALLOCATE|[342]|Bytes:408
20:24:18.0 (1004291)|HEAP_ALLOCATE|[355]|Bytes:408
20:24:18.0 (1024118)|HEAP_ALLOCATE|[467]|Bytes:48
20:24:18.0 (1053155)|HEAP_ALLOCATE|[139]|Bytes:6
20:24:18.0 (1075569)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
20:24:18.0 (1125052)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
20:24:18.0 (1942159)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
20:24:18.0 (2652634)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
20:24:18.0 (2663828)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
20:24:18.0 (2690132)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
20:24:18.0 (2696450)|STATEMENT_EXECUTE|[1]
20:24:18.0 (2707277)|STATEMENT_EXECUTE|[1]
20:24:18.0 (2727859)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
20:24:18.0 (2736689)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
20:24:18.0 (2751471)|SYSTEM_MODE_ENTER|false
20:24:18.0 (2769040)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
20:24:18.0 (2859018)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
20:24:18.0 (2879819)|STATEMENT_EXECUTE|[3]
20:24:18.0 (2882576)|STATEMENT_EXECUTE|[4]
20:24:18.0 (5447315)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
20:24:18.0 (5469516)|VARIABLE_ASSIGNMENT|[4]|data|null|
20:24:18.0 (5474940)|STATEMENT_EXECUTE|[5]
20:24:18.0 (5477532)|STATEMENT_EXECUTE|[5]
20:24:18.0 (5479282)|STATEMENT_EXECUTE|[6]
20:24:18.0 (5500587)|HEAP_ALLOCATE|[6]|Bytes:11
20:24:18.0 (5512923)|HEAP_ALLOCATE|[6]|Bytes:248
20:24:18.0 (5519445)|HEAP_ALLOCATE|[6]|Bytes:39
