37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
21:04:02.0 (339012)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
21:04:02.0 (368753)|EXECUTION_STARTED
21:04:02.0 (373726)|CODE_UNIT_STARTED|[EXTERNAL]|aura
21:04:02.0 (686627)|HEAP_ALLOCATE|[72]|Bytes:3
21:04:02.0 (726908)|HEAP_ALLOCATE|[77]|Bytes:152
21:04:02.0 (741702)|HEAP_ALLOCATE|[342]|Bytes:408
21:04:02.0 (757504)|HEAP_ALLOCATE|[355]|Bytes:408
21:04:02.0 (772515)|HEAP_ALLOCATE|[467]|Bytes:48
21:04:02.0 (797762)|HEAP_ALLOCATE|[139]|Bytes:6
21:04:02.0 (818284)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:04:02.0 (835376)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:04:02.0 (1940577)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
21:04:02.0 (2539897)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
21:04:02.0 (2547257)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
21:04:02.0 (2562988)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
21:04:02.0 (2566922)|STATEMENT_EXECUTE|[1]
21:04:02.0 (2572069)|STATEMENT_EXECUTE|[1]
21:04:02.0 (2580850)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
21:04:02.0 (2585758)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:04:02.0 (2597370)|SYSTEM_MODE_ENTER|false
21:04:02.0 (2608534)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
21:04:02.0 (2635670)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
21:04:02.0 (2648388)|STATEMENT_EXECUTE|[3]
21:04:02.0 (2650011)|STATEMENT_EXECUTE|[4]
21:04:02.0 (3249072)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
21:04:02.0 (3266844)|VARIABLE_ASSIGNMENT|[4]|data|null|
21:04:02.0 (3271043)|STATEMENT_EXECUTE|[5]
21:04:02.0 (3273145)|STATEMENT_EXECUTE|[5]
21:04:02.0 (3275349)|STATEMENT_EXECUTE|[6]
21:04:02.0 (3295853)|HEAP_ALLOCATE|[6]|Bytes:11
21:04:02.0 (3303341)|HEAP_ALLOCATE|[6]|Bytes:248
21:04:02.0 (3306198)|HEAP_ALLOCATE|[6]|Bytes:39
21:04:02.0 (3337296)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
21:04:02.0 (3340679)|STATEMENT_EXECUTE|[2]
21:04:02.0 (3343625)|STATEMENT_EXECUTE|[2]
21:04:02.0 (3350727)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
21:04:02.0 (3372162)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
21:04:02.0 (3396535)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
21:04:02.0 (3407890)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
21:04:02.0 (3412402)|STATEMENT_EXECUTE|[60]
21:04:02.0 (3413928)|STATEMENT_EXECUTE|[61]
21:04:02.0 (3422745)|HEAP_ALLOCATE|[61]|Bytes:20
21:04:02.0 (3442267)|HEAP_ALLOCATE|[50]|Bytes:5
21:04:02.0 (3463527)|HEAP_ALLOCATE|[56]|Bytes:5
21:04:02.0 (3471899)|HEAP_ALLOCATE|[64]|Bytes:7
21:04:02.0 (3569386)|HEAP_ALLOCATE|[61]|Bytes:24
21:04:02.0 (3583406)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
21:04:02.0 (3586368)|STATEMENT_EXECUTE|[1]
21:04:02.0 (3595539)|SYSTEM_METHOD_EXIT|[1]|Type
21:04:02.0 (3601908)|HEAP_ALLOCATE|[61]|Bytes:8
21:04:02.0 (3625865)|HEAP_ALLOCATE|[61]|Bytes:8
21:04:02.0 (3630840)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
