37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
21:12:50.0 (398530)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
21:12:50.0 (435210)|EXECUTION_STARTED
21:12:50.0 (440148)|CODE_UNIT_STARTED|[EXTERNAL]|aura
21:12:50.0 (803150)|HEAP_ALLOCATE|[72]|Bytes:3
21:12:50.0 (839793)|HEAP_ALLOCATE|[77]|Bytes:152
21:12:50.0 (854532)|HEAP_ALLOCATE|[342]|Bytes:408
21:12:50.0 (872222)|HEAP_ALLOCATE|[355]|Bytes:408
21:12:50.0 (888115)|HEAP_ALLOCATE|[467]|Bytes:48
21:12:50.0 (919673)|HEAP_ALLOCATE|[139]|Bytes:6
21:12:50.0 (942969)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:12:50.0 (961831)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:12:50.0 (2481210)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
21:12:50.0 (3204116)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
21:12:50.0 (3215600)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
21:12:50.0 (3232271)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
21:12:50.0 (3237630)|STATEMENT_EXECUTE|[1]
21:12:50.0 (3243157)|STATEMENT_EXECUTE|[1]
21:12:50.0 (3250169)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
21:12:50.0 (3254597)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
21:12:50.0 (3265369)|SYSTEM_MODE_ENTER|false
21:12:50.0 (3281240)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
21:12:50.0 (3323482)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
21:12:50.0 (3335903)|STATEMENT_EXECUTE|[3]
21:12:50.0 (3337659)|STATEMENT_EXECUTE|[4]
21:12:50.0 (5514618)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
21:12:50.0 (5528512)|VARIABLE_ASSIGNMENT|[4]|data|null|
21:12:50.0 (5531235)|STATEMENT_EXECUTE|[5]
21:12:50.0 (5532517)|STATEMENT_EXECUTE|[5]
21:12:50.0 (5533466)|STATEMENT_EXECUTE|[6]
21:12:50.0 (5548184)|HEAP_ALLOCATE|[6]|Bytes:11
21:12:50.0 (5555880)|HEAP_ALLOCATE|[6]|Bytes:248
21:12:50.0 (5558831)|HEAP_ALLOCATE|[6]|Bytes:39
21:12:50.0 (5592702)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
21:12:50.0 (5596397)|STATEMENT_EXECUTE|[2]
21:12:50.0 (5600290)|STATEMENT_EXECUTE|[2]
21:12:50.0 (5606097)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
21:12:50.0 (5640281)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
21:12:50.0 (5663497)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
21:12:50.0 (5673554)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
21:12:50.0 (5677547)|STATEMENT_EXECUTE|[60]
21:12:50.0 (5678834)|STATEMENT_EXECUTE|[61]
21:12:50.0 (5687209)|HEAP_ALLOCATE|[61]|Bytes:20
21:12:50.0 (5708719)|HEAP_ALLOCATE|[50]|Bytes:5
21:12:50.0 (5730951)|HEAP_ALLOCATE|[56]|Bytes:5
