37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
22:37:40.0 (388188)|USER_INFO|[EXTERNAL]|00550000005cg71|bfffollow@jr.te|Eastern Standard Time|GMT-04:00
22:37:40.0 (423258)|EXECUTION_STARTED
22:37:40.0 (430064)|CODE_UNIT_STARTED|[EXTERNAL]|aura
22:37:40.0 (780656)|HEAP_ALLOCATE|[72]|Bytes:3
22:37:40.0 (837326)|HEAP_ALLOCATE|[77]|Bytes:152
22:37:40.0 (853455)|HEAP_ALLOCATE|[342]|Bytes:408
22:37:40.0 (870433)|HEAP_ALLOCATE|[355]|Bytes:408
22:37:40.0 (886576)|HEAP_ALLOCATE|[467]|Bytes:48
22:37:40.0 (912470)|HEAP_ALLOCATE|[139]|Bytes:6
22:37:40.0 (936442)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
22:37:40.0 (952254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
22:37:40.0 (1813482)|CODE_UNIT_STARTED|[EXTERNAL]|01p50000002CIEm|ETLC_ApexBridge_Controller.execute
22:37:40.0 (2363620)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
22:37:40.0 (2370831)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
22:37:40.0 (2386588)|METHOD_ENTRY|[1]|01p50000002CIEm|ETLC_ApexBridge_Controller.ETLC_ApexBridge_Controller()
22:37:40.0 (2390377)|STATEMENT_EXECUTE|[1]
22:37:40.0 (2396488)|STATEMENT_EXECUTE|[1]
22:37:40.0 (2404881)|METHOD_EXIT|[1]|ETLC_ApexBridge_Controller
22:37:40.0 (2408733)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
22:37:40.0 (2421000)|SYSTEM_MODE_ENTER|false
22:37:40.0 (2431247)|VARIABLE_SCOPE_BEGIN|[3]|dataJson|String|false|false
22:37:40.0 (2460349)|VARIABLE_ASSIGNMENT|[3]|dataJson|"{\"operation\":\"BFFFol (73 more) ..."
22:37:40.0 (2473663)|STATEMENT_EXECUTE|[3]
22:37:40.0 (2475173)|STATEMENT_EXECUTE|[4]
22:37:40.0 (4166245)|VARIABLE_SCOPE_BEGIN|[4]|data|ETLC_ApexBridge_Data|true|false
22:37:40.0 (4179303)|VARIABLE_ASSIGNMENT|[4]|data|null|
22:37:40.0 (4182497)|STATEMENT_EXECUTE|[5]
22:37:40.0 (4183886)|STATEMENT_EXECUTE|[5]
22:37:40.0 (4184795)|STATEMENT_EXECUTE|[6]
22:37:40.0 (4200037)|HEAP_ALLOCATE|[6]|Bytes:11
22:37:40.0 (4206600)|HEAP_ALLOCATE|[6]|Bytes:248
22:37:40.0 (4209443)|HEAP_ALLOCATE|[6]|Bytes:39
22:37:40.0 (4244560)|METHOD_ENTRY|[2]|01p50000002CIEo|ETLC_ApexBridge_Data.ETLC_ApexBridge_Data()
22:37:40.0 (4247411)|STATEMENT_EXECUTE|[2]
22:37:40.0 (4251352)|STATEMENT_EXECUTE|[2]
22:37:40.0 (4257803)|METHOD_EXIT|[2]|ETLC_ApexBridge_Data
22:37:40.0 (4290301)|METHOD_ENTRY|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
22:37:40.0 (4317659)|VARIABLE_SCOPE_BEGIN|[60]|strJson|String|false|false
22:37:40.0 (4327712)|VARIABLE_ASSIGNMENT|[60]|strJson|"{\"operation\":\"BFFFol (73 more) ..."
22:37:40.0 (4331845)|STATEMENT_EXECUTE|[60]
22:37:40.0 (4333177)|STATEMENT_EXECUTE|[61]
22:37:40.0 (4341800)|HEAP_ALLOCATE|[61]|Bytes:20
22:37:40.0 (4363836)|HEAP_ALLOCATE|[50]|Bytes:5
22:37:40.0 (4387152)|HEAP_ALLOCATE|[56]|Bytes:5
22:37:40.0 (4395409)|HEAP_ALLOCATE|[64]|Bytes:7
22:37:40.0 (4492801)|HEAP_ALLOCATE|[61]|Bytes:24
22:37:40.0 (4503468)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
22:37:40.0 (4505865)|STATEMENT_EXECUTE|[1]
22:37:40.0 (4513775)|SYSTEM_METHOD_EXIT|[1]|Type
22:37:40.0 (4519599)|HEAP_ALLOCATE|[61]|Bytes:8
22:37:40.0 (4545879)|HEAP_ALLOCATE|[61]|Bytes:8
22:37:40.0 (4550452)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
22:37:40.0 (4583715)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x31b8bd1c
22:37:40.0 (4587916)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
22:37:40.0 (4707621)|VARIABLE_ASSIGNMENT|[4]|apextype|"ETLC_ApexBridge_Data"|0x3bf9e7be
22:37:40.0 (4795271)|HEAP_ALLOCATE|[61]|Bytes:8
22:37:40.0 (4833846)|HEAP_ALLOCATE|[61]|Bytes:24
22:37:40.0 (4843840)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
22:37:40.0 (4845994)|STATEMENT_EXECUTE|[1]
22:37:40.0 (4853528)|SYSTEM_METHOD_EXIT|[1]|JSON
22:37:40.0 (4865005)|METHOD_ENTRY|[61]||System.JSON.deserializeStrict(String, System.Type)
22:37:40.0 (5427323)|METHOD_EXIT|[61]||System.JSON.deserializeStrict(String, System.Type)
22:37:40.0 (5438915)|METHOD_EXIT|[6]|01p50000002CIEo|ETLC_ApexBridge_Data.fromJSON(String)
22:37:40.0 (5496567)|VARIABLE_ASSIGNMENT|[6]|data|{"debug":true,"input":"{\"mode\":\"fetchFollow (9 more) ...","operation":"BFFFollow_Controller"}|0x496acd0f
22:37:40.0 (5501343)|STATEMENT_EXECUTE|[7]
22:37:40.0 (5511382)|HEAP_ALLOCATE|[7]|Bytes:6
